compiler_0;compiler_1;original_width;original_depth;original_multi_qubit_gate_depth;original_total_number_of_operations;original_number_of_single_qubit_gates;original_number_of_multi_qubit_gates;original_number_of_measurement_operations;avg_single_qubit_gate_error;avg_multi_qubit_gate_error;avg_single_qubit_gate_time;avg_multi_qubit_gate_time;avg_readout_error;t1;t2;model
0.0201451581029972;0.020145158102895595;0.07821221814310271;1.3990002408515418;0.04257720022620113;0.6978372675725206;0.8132226725979601;0.1861919878976621;0.1917273784587434;0.029494928235923083;0.0013843397547241665;0.0;0.07255384393923811;0.012935636064716077;0.05114906518385105;0.005606172077870965;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('kernelridge', KernelRidge())])"
0.0273553197912356;0.02735531979123551;0.054869974182516226;0.0452584815955204;0.057621287503851;0.1342954547957176;0.11894654826247304;0.2975792138676071;0.1005108207748742;0.016486210934191066;0.021719338493464163;0.0;0.015564441693814384;0.011041931503866544;0.015586918060813193;0.02177879343309083;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('svr', SVR(max_iter=1000))])"
0.04055170363781145;0.04055170363781137;0.14292350942429358;0.08468994127679648;0.0913443421402094;0.1635511558713197;0.1516945585202013;0.4560082288536765;0.19496741293249317;0.011471825683222964;0.012921486514259891;0.0;0.02207717472078511;0.012594234335863616;0.014976326390955527;0.014261449321282815;Pipeline(steps=[('standardscaler', StandardScaler()), ('nusvr', NuSVR())])
0.01871117346727384;0.018711173467273256;0.1531033191346853;2.344963494080628;0.3937099931616109;0.5970924011090224;0.6526450983534869;0.32804766725078416;0.2843545516443842;0.05281644451756683;-0.0001699912125541936;0.0;0.10077500911051188;0.021161239794776347;0.07660104392626502;0.014747988819369373;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('linearsvr', LinearSVR(max_iter=100000))])"
-0.0005797076209428243;-0.0024025540943144867;0.0460170263971388;0.001756420185574595;0.003674848404378982;0.024861533559647035;0.017925577132284414;0.06911487489131195;0.05742786883540287;-0.0002475201355338907;0.000385081373520807;0.0;0.004265993878645812;0.004010682963798095;0.002411501921858057;0.0006656427441625556;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('kneighborsregressor', KNeighborsRegressor())])"
0.12765687400843814;0.1273106918100197;0.09619605939904893;0.08649656415843224;0.029758548028746123;0.3746402222054206;0.5983393553039303;0.6606529884450161;0.14411665484604078;0.013748573835216113;0.012033829497993243;0.0;0.02782463061830573;0.010381369424162776;0.007002335655095027;0.03506509166433534;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('decisiontreeregressor', DecisionTreeRegressor())])"
0.06110403340212565;0.05060359505286495;0.022790804517432695;0.03063609788529708;0.01565279094606247;0.16373086326571168;0.19013850052503325;0.46930761062434306;0.03371548001848947;0.0032575056663466605;0.003196871254570118;0.0;0.00899739337244823;0.003668828465985371;0.004073292851083125;0.010631137091103094;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('randomforestregressor', RandomForestRegressor())])"
0.08401445707833742;0.04924754666737803;0.03330009197682808;0.03878439913683272;0.03566678946034972;0.17595474209734147;0.13236104934896395;0.25477072731272227;0.0708682075315288;0.004931217596428895;0.002634737634646336;0.0;0.023245957559109874;0.0020167956384798745;0.002760226500553067;0.003179772657714998;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('extratreesregressor', ExtraTreesRegressor())])"
0.04882552923888415;0.048548583532427095;0.01725652825917316;0.029464335283968735;0.013938528501250446;0.15322796044095682;0.25149930824244515;0.3617980123494883;0.037854593475255056;0.00217918081267156;0.0022850081409821112;0.0;0.008450418091079217;0.003014295903284303;0.0038911589044368735;0.007792590894306587;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('gradientboostingregressor', GradientBoostingRegressor())])"
0.06753631514189196;0.020253378969943402;0.011501447517466559;0.022253012750317124;0.04811336371852655;0.3383067300660784;0.020603699137589252;0.38161754697428485;0.08910837293313954;0.013987874043222302;0.0;0.0;0.006026271320313605;0.014268367235443594;0.0010654449012102915;5.828774277127025e-05;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('histgradientboostingregressor',
                 HistGradientBoostingRegressor())])"
1.135956487184466;0.9059840007345301;0.6254784655675125;1.0752126379235059;1.2702709672311496;1.0245867802061626;1.5181547848449441;0.7880296463514729;0.49524857620251445;1.8503593054232077;1.5118338746191144;0.0;1.5015553883252009;1.905760329297308;2.0461408257047733;1.725004137402107;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('mlpregressor', MLPRegressor())])"
3.0522957769790232e+26;3.0522957769790225e+26;0.08133215208183753;6.157757667525279;1.429929401210076;1.780181942710829e+24;1.330069621996469e+24;3.3077397582674196e+22;9.212486630497232e+19;4.954385856560708e+25;8.433078243089284e+24;0.0;8.798525133830886e+24;1.2785755844465402e+25;9.347754595116817e+24;3.350453873331715e+25;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=LinearRegression()))])"
0.01950669078213419;0.019506690782134357;0.09158577355204121;1.3926612133427716;0.06052295129055969;0.6506791040652697;0.7398167927889;0.2492517024280238;0.20010493083272612;0.02772788305686517;0.0011602413607984796;0.0;0.06733163516394747;0.010824276303728073;0.04504265885766913;0.005194365897323768;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor', BaggingRegressor(base_estimator=Ridge()))])"
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor', BaggingRegressor(base_estimator=Lasso()))])"
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=ElasticNet()))])"
2.1183587865718117e+40;2.1183587865717645e+40;1.2082851450705452e+16;5153779368105293.0;2.0862513963346924e+16;1.9288961194883274e+39;1.4427044530380612e+39;3.5695788937485107e+37;9.450488450576011e+34;1.6286040921267499e+41;8.157899176150324e+41;0.0;1.0230256123991132e+41;2.7210092646561336e+40;1.1662953928637142e+40;1.2125893726427989e+41;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=Lars(normalize=False)))])"
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=LassoLars(normalize=False)))])"
0.0;0.0;0.0;0.0;0.0;0.0012487128127505155;0.0;1.313322836950354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=OrthogonalMatchingPursuit(normalize=False)))])"
0.02000092108693113;0.02000092108693004;0.08633544422264414;1.5461013522715668;0.09687293922588727;0.6795089724079718;0.7968238977181843;0.18364791543095244;0.19452501854001814;0.03089659418294129;0.0012223957129696215;0.0;0.07377755723114979;0.012597508501093674;0.05134525288603956;0.005986656089585565;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=BayesianRidge()))])"
0.019296678972408138;0.019296678975464415;0.05034477459362674;4.2822313853140725;0.7734056732593426;0.8915716268061764;2.1596891751697496;0.0034975929406924804;0.1613729827297027;0.021846982873853532;3.016947488184263e-05;0.0;0.030521354502751834;0.0;0.05166696063197131;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=ARDRegression()))])"
0.015687610046563546;0.015687610046563546;0.025955514244483297;0.023691750698956744;0.03901221695726537;0.08926883686922467;0.08383073770539731;0.1250213881913499;0.0024458306627334835;0.0012832732568229667;0.0006791204039154253;0.0;0.009638618872413683;-1.4636076223014659e-05;0.001302230230664213;7.507151490741327e-05;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=TweedieRegressor()))])"
0.018779905142572897;0.018779905142572627;0.06618462009802523;0.005746563877027231;0.00446903226759909;0.1121712695558508;0.09465490535191588;0.266107745601956;0.024816192113460124;0.012868169391078089;0.0013836105323772575;0.0;0.04052679722471948;0.004517422899333506;0.022562659196331294;0.0013432885365153567;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=SGDRegressor()))])"
0.017912394355460805;0.017912394355460517;0.018684367930511123;0.23581090984470107;0.07898024577823921;0.34798857164136016;0.3192377889003247;0.5976361563529652;0.07660271054850491;0.02296394891947937;0.002464705275324524;0.0;0.06855706075250508;0.00935317751337921;0.04707038251370496;0.0031996625814616044;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=PassiveAggressiveRegressor()))])"
1.683475539870444e+26;1.6834755398704096e+26;0.22471788621686573;1.2421037177311673;0.1872662585956025;4.067221841789262e+24;3.0417532326851934e+24;7.5055699249923076e+22;2.085303422367676e+20;3.97736437030495e+25;2.1732215461447278e+25;0.0;1.1697797209072258e+25;2.2962678732416806e+24;1.5131971715984543e+24;1.209507160611243e+25;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=RANSACRegressor()))])"
0.019757445042611666;0.019765040372578126;0.33402666496436256;1.2907639987137962;0.16098164281092217;0.5389929686588067;0.6243624712960549;0.2132071889605415;0.47766717798664377;0.061916922803894346;0.0013754881655252294;0.0;0.12328052844546092;0.03912695840089999;0.12355366285252696;0.01765533513783777;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=TheilSenRegressor()))])"
0.018609745722513754;0.018609745722513695;0.17737591183745113;3.5329815147345647;0.7935440860985552;0.8582887223609215;1.0833920752067059;0.11100194900831677;0.3173629711984428;0.032440070012368316;0.000738564349135732;0.0;0.07029694378927351;0.013206469766247713;0.05110354012053655;0.007602538061323071;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=HuberRegressor()))])"
0.013553686248420859;0.013553686248331618;0.20494713264140704;3.0760016299289914;0.5123529089772033;1.4597563872295112;2.197586466820364;1.1834189706846066;0.3809829644286039;0.09765580622836942;-0.0032190355552266688;0.0;0.17393668129714826;0.07215417232311573;0.20778889448725887;0.031534671580490746;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=KernelRidge()))])"
0.02901074676432742;0.029010746764327366;0.05023594156609131;0.05803355093640936;0.07147343709586981;0.13005602864936663;0.11883305429169097;0.23153288039924286;0.07911000169865037;0.02460498239819012;0.026506304726534563;0.0;0.020251953705859138;0.019953291202366087;0.023279688946154738;0.02574830733992276;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=SVR(max_iter=1000)))])"
0.04156999773160748;0.04156999773160726;0.12444130701300307;0.07842161175003567;0.08099811102343088;0.15150732444873358;0.1410852705300419;0.4238210185787244;0.16426651953771562;0.013913927373837265;0.015572335239349635;0.0;0.024646529197957696;0.014302145282683143;0.01619045938475598;0.01647588977146239;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor', BaggingRegressor(base_estimator=NuSVR()))])"
0.018831665455902834;0.018831665455902483;0.21827140108519455;2.328274480742828;0.35333811728073655;0.641620005446869;0.7262057460246586;0.2968816356900431;0.36400457586086815;0.03288034249395619;0.0009400688879458453;0.0;0.07129768924453364;0.015400237599772198;0.05636217785088856;0.007923197639934782;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=LinearSVR(max_iter=100000)))])"
0.004956908692887644;0.0037031245975184465;0.050406681848618504;0.00524390885936343;0.005793844195761599;0.022761765631605806;0.019053745940297434;0.06530083239251229;0.06573274555638882;-0.0011606991526374078;-0.00029790245618180333;0.0;0.005989920871150248;0.0005676534089149232;0.0005291032425744613;-0.0005748371338040436;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=KNeighborsRegressor()))])"
0.061001502378090676;0.0573820776082097;0.03110233514652063;0.032035804119435296;0.022255589565792877;0.16740407068374336;0.19118286899713338;0.5152899150434284;0.04531610031199825;0.0043139735158630255;0.0033455243599474784;0.0;0.011018716421523193;0.003441416520524445;0.004235329504838953;0.009735752332022398;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=DecisionTreeRegressor()))])"
0.04783864722736147;0.04425794796052894;0.018954533063056812;0.022541516351763026;0.019199770786253005;0.13518723258864554;0.16483694779477315;0.3894151637119722;0.02929551699632299;0.0027829331324748475;0.002949970201861155;0.0;0.007049976320708676;0.0032994155420791407;0.0036798002996682997;0.008205780471240208;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=RandomForestRegressor()))])"
0.060147434771561224;0.051442478316671134;0.03714198605751479;0.04464802414740675;0.034294651995782126;0.14995917900687072;0.12902490040086223;0.19705769374543286;0.06912423233005968;0.003971053581624504;0.003212569914441997;0.0;0.018194333597757583;0.0026651702624797104;0.0048841159431674734;0.003766802057805074;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=ExtraTreesRegressor()))])"
0.043262722752321306;0.04266874005744128;0.013591213183824776;0.02093819897154364;0.009366081835092846;0.15093356613260098;0.15941799924192784;0.3917645764571842;0.032181905273688284;0.0018685390755767341;0.0017489561679540112;0.0;0.006304554216865675;0.0026923235309194104;0.002689277993432145;0.007160158356796837;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=GradientBoostingRegressor()))])"
0.09270478825766373;0.007299792464966785;0.012736284996183747;0.02182322028528872;0.027876501066433503;0.2883902222897259;0.033955499884211746;0.4039089349522455;0.06150244976660442;0.010848189069055532;0.0;0.0;0.008074285017108102;0.008206203707554365;0.0011173501835874632;0.00019147502579033304;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=HistGradientBoostingRegressor()))])"
0.2984603852743749;0.2259334982208246;0.1634255192941888;0.1930107101384429;0.2373908768030188;0.21698340672996713;0.24270232470718103;0.46025573276140574;0.151720915953555;0.707955617960004;0.6152205817208827;0.0;0.405791769670116;0.5479403066499134;0.6244366081768402;0.5037424801625789;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('baggingregressor',
                 BaggingRegressor(base_estimator=MLPRegressor()))])"
1.3442503784279057e+26;1.344250378427938e+26;0.05875803936923296;6.6017907366281126;1.2880386329285898;5.9823163146486924e+23;4.474476448618434e+23;1.1053627194686245e+22;3.0823823686332776e+19;3.6286270640377623e+25;1.6141671688063474e+25;0.0;9.9790730360742e+24;3.34744987796237e+24;1.2831526127813891e+24;7.904833416361331e+24;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=LinearRegression()))])"
0.019236277746238376;0.019236277746240437;0.06757924613593384;2.162275811360897;0.03441212175067741;1.0127837174795695;1.2758229778606545;0.08254330246501486;0.2501360600922645;0.035853592135540215;0.002170061348169202;0.0;0.08972492700821773;0.01469511941787957;0.06145734306464482;0.006863074679771569;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=Ridge()))])"
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=Lasso()))])"
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=ElasticNet()))])"
1.4791052548198214e+27;1.4791052548198104e+27;94.45106716414472;58943.10129074518;37774.58003381483;2.9951746614278213e+29;2.2412856624620775e+29;5.515477835926658e+27;1.5585593223990639e+25;2.324175835893194e+27;1.4749929089390933e+28;0.0;7.941490943480043e+27;2.926818068120327e+27;4.0097594456226416e+27;8.459546167040993e+27;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=Lars(normalize=False)))])"
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=LassoLars(normalize=False)))])"
0.0010576557035697665;0.0;0.0;0.0;0.0;0.0;0.0;1.3074065381773625;0.0;0.0;0.0;0.0;0.00017930764869997673;0.0;0.0;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=OrthogonalMatchingPursuit(normalize=False)))])"
0.01963583755386074;0.019635837553856613;0.07758986459805894;1.3089832331341023;0.03383850708248558;1.0430110069754328;1.3137691701067076;0.09979213731237813;0.2473799063674921;0.03260685694156938;0.0025820901110139138;0.0;0.08170396066155844;0.011054475057383228;0.052682044455419554;0.00509692103884923;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=BayesianRidge()))])"
0.018543614835852224;0.018543614840088075;0.04920079446101849;4.266492093028911;0.5007906996482904;1.0749972649606752;6.0041458944402555;0.01850967895358161;0.2311847875442911;0.026486335995482557;0.00010381106452817868;0.0;0.0559099441989664;9.926471991073772e-05;0.0844875151600947;0.0;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=ARDRegression()))])"
0.01706562413080014;0.01706562413080013;0.029029711304362067;0.017922418640527075;0.0370566527335083;0.09901087791335454;0.09137229761018725;0.15257171061288646;-0.0008870459718226352;0.0009405507533558389;-0.0004008319409682593;0.0;0.012007612012557511;-0.00027318053037711623;0.0012587654732319452;-0.0010205183722492891;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=TweedieRegressor()))])"
0.01889572991145887;0.018895729911458582;0.037490881041947796;0.030914125794709736;0.00367312812355588;0.14305589875221203;0.11202866896002447;0.4396851867480246;0.022397796022422953;0.021809834334448407;-0.0005452442563892212;0.0;0.05874814964741591;0.006954048205205905;0.030319451701509282;0.0029888057638704805;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=SGDRegressor()))])"
0.021309262808131522;0.021309262808131238;0.04393261267862939;0.4639789175681659;0.23971551211805867;0.7733896681169685;0.8832619406041546;0.33372264293849063;0.2291917110037574;0.032889913450944344;0.0015541586923591133;0.0;0.09475551441279575;0.011719811896173766;0.05828487349647993;0.0015578915534227933;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=PassiveAggressiveRegressor()))])"
1.5397395117186124e+22;1.8809118373958233e+22;0.09847084417202703;2.3758676161568326;0.3716173031633557;2.7253644920581135e+23;2.1106230707755905e+23;5.177277446913707e+21;1.462885537162004e+19;1.378890419840036e+23;7.587291080601973e+22;0.0;7.664051963287083e+22;1.7895590105834194e+22;1.0203070150184733e+23;4.444110236823739e+21;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=RANSACRegressor()))])"
0.020589337189480354;0.02058331941266029;0.1445634375444423;3.569237875320348;0.2580686277424874;1.136790901718659;1.5166195232150788;0.09085874550602539;0.40692451216332615;0.061974491960416586;0.0022714440361056424;0.0;0.1328371479906263;0.031174861029426106;0.11214356753709853;0.014331525973427423;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=TheilSenRegressor()))])"
0.022902178967599;0.02290217896759949;0.06672075532627839;6.6511920242923965;0.9842560381151516;2.4436489231826646;3.6477608201789464;0.6020004083067446;0.3725320110255117;0.03760214243709931;0.005028571344262252;0.0;0.1015407400443051;0.013401338121040001;0.06625277483354759;0.004812115258506119;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=HuberRegressor()))])"
-0.03989455815859572;-0.03989455815868467;1.2703639839506475;4.453576900253836;8.91378492377088;2.836626014941306;4.448228975870391;2.873958930325964;0.4997255120246772;1.171865225241254;-0.0838505581423341;0.0;1.4222724704339142;1.1645117304623454;2.741517449884781;0.5679657794282432;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=KernelRidge()))])"
0.029987996613858297;0.02998799661385826;0.05763790827827196;0.06809622941216455;0.053122206277549835;0.13519950750419527;0.12679624094430184;0.2508277702840508;0.09790169167732853;0.01815460319777625;0.023214969466591167;0.0;0.012000195881498414;0.012370060173187779;0.01721206356390201;0.022670165559511644;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=SVR(max_iter=1000)))])"
0.04851768701454587;0.04851768701454577;0.14647411719050096;0.13143682447353608;0.10466934950994247;0.17174538437741232;0.1685594604434011;0.42789747135927125;0.19508431107264923;0.01956265330358988;0.021710084491384674;0.0;0.027494659233791175;0.020346047551705167;0.022368216242618304;0.022592552413430233;"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('adaboostregressor',
                 AdaBoostRegressor(base_estimator=NuSVR()))])"
